p0,p1,post_mu2_gt_m1,H,pvalue1
0.336,0.664,0.969,0.638346581982148,0.0521
0,1,0,0,4.252e-05
0.379,0.621,0.402,0.663572455375207,0.0515
0,1,0,0,2.79e-10
0,1,0,0,1.673e-05
0,1,0,0,1.913e-51
0,1,1,0,5.487e-31
0,1,1,0,3.275e-11
0.643,0.357,0.747,0.651672547202017,0.548
0.484,0.516,0.526,0.692635093142801,0.102
0.655,0.345,0.783,0.644296375765228,0.529
0,1,1,0,9.235e-08
0,1,0,0,1.336e-13
0.007,0.993,0.008,0.0417083585418935,0.0001637
0.094,0.906,0.1,0.311695958173817,0.00588
0.025,0.975,0.999,0.116906849137531,0.0007322
0,1,0,0,3.079e-36
0.447,0.553,0.976,0.687518612348021,0.0568
0.275,0.725,0.99,0.588168777354191,0.0295
0,1,1,0,1.125e-07
0.632,0.368,0.947,0.657882660635157,0.201
0,1,1,0,1.07e-10
0,1,0,0,1.51e-06
0,1,1,0,4.006e-25
0,1,0,0,8.389e-21
0,1,0,0,1.89e-10
0.668,0.332,0.797,0.635585969379383,0.576
0,1,1,0,9.662e-17
0,1,1,0,2.728e-45
0.665,0.335,0.727,0.637663168784597,0.301
0.657,0.343,0.763,0.643005335459831,0.551
0.087,0.913,0.998,0.295541413675982,0.00124
0,1,1,0,1.625e-18
0,1,1,0,4.442e-52
0,1,0,0,2.082e-17
0,1,0,0,1.948e-18
0,1,1,0,7.843e-29
0,1,1,0,1.521e-14
0.009,0.991,0.999,0.051354154265093,0.0001214
0.32,0.68,0.979,0.626869457572426,0.0347
0.648,0.352,0.775,0.648675933935333,0.66
0,1,0,0,1.38e-10
0.067,0.933,0.074,0.245808821092371,0.00373
0,1,0,0,4.439e-25
0.239,0.761,0.975,0.549924504737763,0.0243
0.037,0.963,0.998,0.158289880652706,0.00266
0.106,0.894,0.12,0.338069772001136,0.00363
0,1,1,0,6.26e-18
0,1,0,0,3.626e-08
0.693,0.307,0.894,0.616679231034265,0.653
0,1,1,0,5.145e-07
0.736,0.264,0.851,0.577199348367057,0.821
0,1,1,0,1.626e-64
0.696,0.304,0.801,0.61421549416189,0.7
0,1,1,0,2.169e-24
0,1,0,0,1.74e-34
0.297,0.703,0.326,0.608300938814838,0.0334
0,1,0,0,7.479e-05
0,1,1,0,7.284e-14
0.061,0.939,0.996,0.229710238291006,0.00619
0,1,1,0,6.419e-13
0,1,0,0,9.9e-06
0,1,1,0,2.321e-08
0,1,1,0,6.367e-07
0,1,1,0,1.708e-17
0.63,0.37,0.898,0.658955680683063,0.439
0.76,0.24,0.856,0.551079928086973,0.964
0,1,0.999,0,5.25e-05
0,1,1,0,3.856e-07
0,1,0,0,3.708e-10
0,1,1,0,3.874e-31
0.763,0.237,0.91,0.54759714766307,0.744
0,1,1,0,1.132e-06
0,1,0,0,2.838e-07
0.698,0.302,0.914,0.612549386006791,0.49
0.026,0.974,0.999,0.120550159245749,0.0004277
0.769,0.231,0.915,0.540481832301762,0.579
0.034,0.966,0.997,0.148382757295895,0.000836
0,1,0,0,2.618e-10
0.026,0.974,0.03,0.120550159245749,0.00228
0.435,0.565,0.453,0.68467321736082,0.0461
0.571,0.429,0.973,0.683031022048436,0.101
0.445,0.555,0.479,0.687084920288889,0.0774
0,1,1,0,1.789e-10
0,1,1,0,4.909e-10
0.296,0.704,0.314,0.607436917766953,0.0243
0,1,0,0,1.89e-26
0.121,0.879,0.125,0.368912697899661,0.00647
0.633,0.367,0.674,0.657339703528846,0.183
0.698,0.302,0.885,0.612549386006791,0.687
0,1,1,0,2.924e-68
0.785,0.215,0.878,0.520506384475499,0.831
0,1,0,0,2.66e-17
0,1,1,0,1.007e-27
0,1,0,0,2.582e-22
0.012,0.988,0.997,0.0650018938097877,0.0004666
0,1,0,0,8.802e-29
0.729,0.271,0.844,0.584250927889426,0.837
0,1,1,0,1.637e-10
0.01,0.99,0.999,0.0560015343548473,0.0007825
0,1,1,0,5.168e-19
0.67,0.33,0.738,0.634178635712206,0.317
0.017,0.983,0.017,0.0861218870285167,0.0003423
0.524,0.476,0.563,0.691994737783755,0.0872
0.454,0.546,0.951,0.688909190314647,0.0856
0,1,0,0,6.15e-10
0,1,0,0,2.002e-17
0.539,0.461,0.96,0.690102088440733,0.1
0.587,0.413,0.933,0.677931853850138,0.186
0.088,0.912,0.997,0.297885968360265,0.00229
0,1,0,0,4.866e-20
0,1,1,0,1.71e-12
0,1,1,0,1.486e-07
0.55,0.45,0.609,0.688138813713588,0.158
0.022,0.978,0.997,0.105723887714203,0.0009523
0,1,1,0,1.811e-27
0.598,0.402,0.947,0.673814268494813,0.191
0.078,0.922,0.993,0.273857294381169,0.00231
0,1,0,0,5e-27
0,1,1,0,1.604e-07
0.619,0.381,0.717,0.664551553267099,0.468
0,1,0,0,1.72e-09
0,1,1,0,2.934e-17
0,1,0,0,6.32e-11
0.671,0.329,0.731,0.633468188072331,0.263
0,1,0,0,4.807e-48
0.74,0.26,0.898,0.57305691713142,0.762
0,1,1,0,3.209e-10
0,1,1,0,1.467e-09
0.649,0.351,0.753,0.648063481404664,0.46
0.722,0.278,0.918,0.591054459095519,0.517
0,1,0,0,2.962e-15
0.082,0.918,0.998,0.283627096116858,0.00632
0.01,0.99,1,0.0560015343548473,0.0006242
0,1,1,0,3.786e-30
0.006,0.994,0.006,0.0366779387501341,0.0001781
0,1,0,0,4.157e-32
0.655,0.345,0.916,0.644296375765228,0.361
0,1,1,0,1.113e-23
0,1,1,0,1.341e-07
0,1,0,0,1.23e-36
0,1,1,0,4.674e-22
0.228,0.772,0.249,0.536848402961397,0.0193
0,1,1,0,0.00015
0,1,0,0,2.383e-05
0,1,0,0,2.938e-35
0,1,1,0,1.623e-11
0.003,0.997,0.999,0.0204229244641799,2.906e-06
0.486,0.514,0.519,0.692755129322542,0.0808
0.022,0.978,0.023,0.105723887714203,0.00101
0,1,1,0,5.708e-20
0,1,1,0,5.456e-20
0.566,0.434,0.656,0.68440970291956,0.272
0.691,0.309,0.827,0.618298206197274,0.789
0,1,0,0,2.003e-05
0.006,0.994,1,0.0366779387501341,0.0003807
0.737,0.263,0.861,0.576171491975844,0.931
0,1,0,0,7.981e-11
0.653,0.347,0.935,0.645569714923067,0.29
0.358,0.642,0.39,0.652258778881731,0.08
0,1,0,0,1.708e-06
0,1,0,0,3.352e-10
0.748,0.252,0.885,0.564521721404349,0.958
0,1,0,0,2.033e-12
0.719,0.281,0.847,0.593895300697922,0.922
0,1,1,0,3.392e-18
0.563,0.437,0.615,0.685188042082719,0.186
0.206,0.794,0.225,0.508608519981258,0.0219
0,1,0,0,4.745e-07
0.266,0.734,0.977,0.579239633843151,0.0257
0,1,0,0,2.451e-21
0.285,0.715,0.982,0.597613844579356,0.0249
0,1,1,0,3.737e-12
0,1,0,0,2.439e-12
0,1,1,0,4.708e-05
0,1,1,0,5.272e-26
0.011,0.989,0.011,0.0605477370064927,0.0007153
0.578,0.422,0.952,0.680929340366306,0.152
0,1,0,0,1.813e-15
0.072,0.928,0.997,0.258781870387387,0.00223
0,1,1,0,5.623e-07
0,1,0,0,9.356e-15
0.492,0.508,0.551,0.693019175098053,0.145
0,1,1,0,4.017e-05
0,1,0,0,1.45e-39
0.681,0.319,0.779,0.626113386705954,0.525
0,1,0,0,1.489e-05
0.402,0.598,0.423,0.673814268494813,0.0498
0,1,0,0,5.023e-06
0,1,1,0,2.862e-10
0.685,0.315,0.743,0.623042993542438,0.316
0,1,0,0,1.521e-05
0,1,1,0,1.895e-18
0,1,1,0,7.246e-16
0,1,1,0,6.517e-76
0,1,1,0,8.733e-78
0,1,1,0,8.556e-06
0,1,0,0,1.262e-28
0.58,0.42,0.625,0.680292000192154,0.124
0.472,0.528,0.968,0.691578359988849,0.0917
0,1,0,0,5.029e-16
0.167,0.833,0.177,0.451097288383559,0.00923
0.602,0.398,0.959,0.672192398803021,0.143
0,1,1,0,4.329e-20
0.016,0.984,0.016,0.0820339767268832,0.0002811
0.431,0.569,0.955,0.683594725129539,0.103
0,1,0,0,2.871e-10
0,1,0,0,8.135e-06
0.509,0.491,0.55,0.692985171810811,0.11
0,1,1,0,3.574e-05
0,1,0,0,3.109e-16
0,1,1,0,1.727e-18
0,1,1,0,3.839e-16
0.637,0.363,0.894,0.655124779544528,0.409
0,1,0,0,4.275e-06
0,1,0,0,1.834e-33
0,1,0,0,2.75e-45
0,1,0,0,6.516e-40
0.187,0.813,0.198,0.481843575567959,0.0162
0.58,0.42,0.954,0.680292000192154,0.167
0,1,0,0,9.016e-08
0,1,0,0,1.323e-08
0.483,0.517,0.947,0.692569069147086,0.12
0,1,0,0,1.898e-18
0,1,1,0,7.927e-06
0.506,0.494,0.953,0.693075178831846,0.0862
0.227,0.773,0.237,0.535625920455781,0.02
0,1,0,0,4.983e-27
0,1,0,0,2.376e-06
0,1,1,0,3.41e-10
0,1,0,0,8.772e-06
0.788,0.212,0.877,0.516594493943662,0.982
0.526,0.474,0.556,0.691794570598635,0.146
0,1,1,0,9.546e-09
0.004,0.996,0.004,0.0260778329833977,3.969e-05
0.236,0.764,0.246,0.546425182072871,0.0169
0.168,0.832,0.181,0.452700739679144,0.0126
0,1,1,0,5.207e-10
0,1,0,0,8.432e-06
0,1,1,0,3.773e-07
0,1,1,0,5.883e-45
0,1,0,0,3.564e-24
0,1,1,0,7.451e-21
0,1,1,0,4.078e-16
0,1,0,0,9.504e-17
0,1,0,0,7.918e-32
0.535,0.465,0.936,0.690695175794653,0.181
0,1,0,0,3.789e-11
0.624,0.376,0.93,0.662071931205014,0.298
0.701,0.299,0.802,0.610014621727074,0.668
0,1,1,0,4.556e-34
0.656,0.344,0.879,0.643653071298366,0.558
0.725,0.275,0.813,0.588168777354191,0.634
0.714,0.286,0.816,0.598531185977196,0.605
0,1,0,0,1.573e-23
0,1,0,0,1.973e-12
0.79,0.21,0.885,0.513956670617226,0.858
0.262,0.738,0.97,0.575138476441581,0.0428
0.607,0.393,0.645,0.670071125344402,0.152
0.373,0.627,0.967,0.660533047478153,0.0571
0,1,0,0,2.707e-20
0.243,0.757,0.259,0.554513365398235,0.0191
0,1,0,0,6.932e-48
0.648,0.352,0.719,0.648675933935333,0.413
0.034,0.966,0.999,0.148382757295895,0.00132
0.004,0.996,0.005,0.0260778329833977,0.00013
0,1,1,0,5.624e-06
0.031,0.969,0.031,0.138201266720945,0.00116
0,1,0,0,2.317e-27
0,1,0,0,1.282e-32
0.643,0.357,0.684,0.651672547202017,0.206
0,1,1,0,1.363e-06
0.696,0.304,0.9,0.61421549416189,0.589
0,1,0,0,3.821e-15
0.585,0.415,0.961,0.678626762455761,0.147
0,1,0,0,4.588e-72
0,1,0,0,9.939e-06
0,1,1,0,7.071e-68
0,1,0,0,3.654e-08
0,1,0,0,7.658e-11
0.468,0.532,0.52,0.691097780162924,0.0918
0,1,0,0,3.414e-19
0.164,0.836,0.988,0.446243664280158,0.0151
0,1,0,0,1.123e-25
0,1,1,0,1.204e-19
0.01,0.99,0.998,0.0560015343548473,0.0003427
0,1,1,0,3.241e-08
0,1,0,0,2.38e-16
0,1,1,0,1.208e-11
0.114,0.886,0.992,0.354797437629063,0.00728
0.557,0.443,0.948,0.686635032212645,0.132
0,1,0,0,1.074e-07
0.564,0.436,0.596,0.684932663037053,0.12
0,1,0,0,2.82e-31
0,1,0,0,4.922e-19
0,1,1,0,6.227e-12
0.656,0.344,0.829,0.643653071298366,0.922
0,1,0,0,4.985e-26
0.012,0.988,0.013,0.0650018938097877,9.431e-05
0.001,0.999,0.001,0.00790725511223209,0.0001429
0,1,1,0,6.191e-08
0,1,1,0,2.562e-10
0,1,1,0,8.523e-08
0,1,1,0,1.383e-16
0,1,1,0,1.327e-13
0.432,0.568,0.969,0.683870459027067,0.075
0,1,1,0,2.204e-16
0,1,0,0,6.783e-21
0,1,1,0,6.258e-08
0.352,0.648,0.38,0.648675933935333,0.0574
0,1,1,0,4.789e-07
0,1,0,0,1.844e-11
0,1,0,0,1.705e-08
0,1,0,0,1.517e-60
0.07,0.93,0.072,0.253638946921691,0.00234
0,1,1,0,5.405e-22
0,1,1,0,8.467e-33
0.088,0.912,0.998,0.297885968360265,0.00363
0.743,0.257,0.84,0.56989556393877,0.797
0,1,0,0,4.234e-07
0.036,0.964,0.04,0.155016589193151,0.00323
0,1,0,0,6.938e-62
0,1,0,0,2.611e-07
0,1,1,0,3.206e-06
0,1,1,0,6.632e-17
0,1,1,0,8.576e-80
0.755,0.245,0.83,0.556775116715665,0.609
0,1,0,0,5.283e-36
0,1,0,0,4.546e-05
0,1,1,0,7.54e-09
0.021,0.979,0.996,0.101905829752576,0.0005895
0.544,0.456,0.586,0.689270167553944,0.109
0,1,0,0,2.285e-11
0.567,0.433,0.626,0.684142117543424,0.19
0.68,0.32,0.913,0.626869457572426,0.463
0,1,1,0,2.619e-31
0.016,0.984,1,0.0820339767268832,0.0002633
0.022,0.978,0.023,0.105723887714203,0.0005591
0.074,0.926,0.08,0.263864920802666,0.00321
0,1,0,0,4.307e-07
0,1,0,0,3.726e-24
0,1,0,0,5.818e-43
0,1,0,0,1.102e-15
0,1,1,0,3.62e-17
0.064,0.936,0.995,0.237834675664092,0.00245
0,1,0,0,1.305e-05
0,1,1,0,8.449e-12
0,1,0,0,1.669e-22
0.235,0.765,0.987,0.54524767028096,0.0166
0,1,0,0,2.118e-06
0,1,0,0,4.348e-14
0,1,0,0,2.374e-21
0.001,0.999,0.001,0.00790725511223209,1.365e-05
0.007,0.993,0.007,0.0417083585418935,0.0007611
0,1,0,0,4.069e-13
0,1,1,0,1.332e-14
0.704,0.296,0.777,0.607436917766953,0.432
0.238,0.762,0.252,0.548763583215102,0.0149
0,1,1,0,2.005e-05
0.089,0.911,0.991,0.300218062672155,0.00379
0.756,0.244,0.835,0.555646951618869,0.725
0,1,0,0,5.273e-07
0,1,0,0,1.644e-12
0,1,1,0,1.028e-10
0.678,0.322,0.917,0.628367820093249,0.379
0,1,0,0,3.335e-13
0,1,1,0,5.659e-21
0,1,0,0,3.588e-19
0.712,0.288,0.764,0.600351187777658,0.334
0,1,1,0,9.776e-05
0,1,1,0,5.307e-24
0,1,0,0,1.3e-15
0.748,0.252,0.874,0.564521721404349,0.912
0.725,0.275,0.94,0.588168777354191,0.517
0.585,0.415,0.965,0.678626762455761,0.146
0.002,0.998,0.002,0.0144272148621761,3.36e-05
0.537,0.463,0.585,0.69040667618895,0.148
0,1,0,0,5.434e-11
0,1,0,0,2.103e-09
0.064,0.936,0.067,0.237834675664092,0.0039
0.357,0.643,0.966,0.651672547202017,0.0474
0,1,0,0,5.071e-13
0,1,1,0,1.531e-29
0,1,1,0,3.067e-12
0.003,0.997,0.003,0.0204229244641799,0.0001099
0,1,0,0,3.278e-10
0.004,0.996,0.004,0.0260778329833977,0.0001556
0,1,0,0,2.783e-17
0,1,0,0,3.769e-64
0,1,0,0,1.292e-14
0,1,1,0,4.368e-19
0,1,1,0,9.996e-22
0.717,0.283,0.92,0.595764429239173,0.509
0,1,0,0,8.441e-20
0.759,0.241,0.847,0.552229868967606,0.828
0.568,0.432,0.595,0.683870459027067,0.144
0.009,0.991,1,0.051354154265093,0.0001507
0,1,0,0,1.253e-23
0.087,0.913,0.094,0.295541413675982,0.00476
0.005,0.995,0.999,0.0314790659471667,2.764e-05
0.38,0.62,0.404,0.664064126564108,0.0381
0.009,0.991,0.999,0.051354154265093,0.0004175
0,1,1,0,4.495e-08
0,1,0,0,6.967e-11
0.004,0.996,1,0.0260778329833977,0.000189
0.457,0.543,0.967,0.689444608619359,0.0655
0.458,0.542,0.487,0.689615019877552,0.0656
0,1,1,0,8.13e-06
0,1,0,0,8.38e-07
0,1,1,0,1.32e-11
0,1,1,0,7.172e-22
0.674,0.326,0.762,0.631309637901695,0.507
0.101,0.899,0.997,0.327274658791183,0.00408
0.323,0.677,0.98,0.629110126819609,0.0328
0,1,1,0,6.32e-20
0,1,1,0,2.065e-53
0,1,0,0,1.829e-08
0,1,1,0,2.891e-08
0.747,0.253,0.905,0.56560704503986,0.761
0.596,0.404,0.702,0.674600230714884,0.44
0,1,0,0,7.508e-09
0.678,0.322,0.925,0.628367820093249,0.43
0,1,1,0,4.732e-20
0,1,0,0,1.521e-17
0,1,1,0,3.27e-06
0,1,0,0,1.754e-18
0.006,0.994,1,0.0366779387501341,0.0002458
0,1,1,0,7.85e-11
0,1,0,0,1.02e-50
0,1,1,0,1.491e-09
0,1,1,0,3.491e-15
0,1,0,0,4.55e-24
0.575,0.425,0.66,0.681854608730783,0.253
0,1,1,0,1.84e-11
0,1,1,0,4.325e-05
0,1,1,0,4.631e-10
0,1,1,0,1.904e-07
0.292,0.708,0.977,0.603932750384645,0.023
0,1,0,0,8.472e-08
0.743,0.257,0.899,0.56989556393877,0.871
0.632,0.368,0.742,0.657882660635157,0.535
0.349,0.651,0.399,0.646825401055711,0.0527
0.693,0.307,0.933,0.616679231034265,0.39
0.535,0.465,0.573,0.690695175794653,0.128
0.717,0.283,0.933,0.595764429239173,0.436
0.74,0.26,0.89,0.57305691713142,0.816
0.729,0.271,0.831,0.584250927889426,0.709
0,1,0,0,5.873e-31
0,1,1,0,6.126e-10
0,1,0,0,1.012e-10
0.051,0.949,0.055,0.201449221832375,0.0021
0,1,0,0,4.475e-24
0,1,0,0,2.161e-06
0,1,0,0,2.164e-11
0.651,0.349,0.84,0.646825401055711,0.943
0,1,1,0,1.972e-05
0.743,0.257,0.864,0.56989556393877,0.95
0,1,1,0,7.095e-05
0.169,0.831,0.183,0.45429703663526,0.0136
0,1,1,0,1.495e-23
0,1,1,0,1.666e-12
0.532,0.468,0.562,0.691097780162924,0.0918
0.768,0.232,0.848,0.541681693698141,0.6
0,1,0,0,3.385e-29
0,1,0,0,3.479e-39
0.233,0.767,0.244,0.542875942652643,0.026
0,1,0,0,2.812e-12
0.713,0.287,0.804,0.599443630303733,0.597
0,1,1,0,5.609e-08
0.733,0.267,0.892,0.580252087706355,0.737
0.03,0.97,0.031,0.134742168179767,0.0004837
0.69,0.31,0.847,0.619100664425587,0.885
0,1,1,0,1.878e-11
0,1,1,0,1.615e-05
0,1,0,0,9.14e-30
0,1,1,0,0.0002515
0.205,0.795,0.224,0.50725625210857,0.0144
0.01,0.99,0.011,0.0560015343548473,0.0004904
0.005,0.995,0.005,0.0314790659471667,6.594e-05
0,1,1,0,1.134e-08
0,1,1,0,1.072e-07
0.677,0.323,0.917,0.629110126819609,0.443
0.699,0.301,0.834,0.611709220471292,0.883
0,1,0,0,8.801e-28
0.678,0.322,0.72,0.628367820093249,0.26
0,1,1,0,1.018e-10
0.049,0.951,1,0.19556021089405,0.0024
0,1,1,0,2.511e-11
0,1,0,0,6.012e-28
0.004,0.996,0.004,0.0260778329833977,2.125e-05
0.57,0.43,0.613,0.683314913574166,0.13
0.17,0.83,0.19,0.455886213027358,0.012
0.044,0.956,1,0.180454370212594,0.00156
0,1,1,0,0.0001241
0.025,0.975,0.025,0.116906849137531,0.00213
0,1,1,0,8.442e-07
0.667,0.333,0.803,0.636282869192928,0.81
0,1,1,0,8.077e-29
0,1,0,0,3.506e-07
0,1,1,0,1.332e-08
0,1,0,0,8.04e-12
0.025,0.975,0.999,0.116906849137531,0.0002561
0.412,0.588,0.446,0.67757821368574,0.0574
0.715,0.285,0.869,0.597613844579356,0.889
0.589,0.411,0.935,0.6772204456534,0.23
0,1,1,0,7.038e-25
0.259,0.741,0.965,0.572008347657556,0.0256
0.726,0.274,0.854,0.587196867069004,0.999
0,1,1,0,2.368e-09
0,1,0,0,3.636e-08
0.012,0.988,0.998,0.0650018938097877,0.0001398
0,1,1,0,8.376e-27
0,1,0,0,8.958e-17
0,1,0,0,1.186e-17
0,1,1,0,4.406e-05
0,1,0,0,3.761e-06
0,1,0,0,1.119e-08
0,1,1,0,1.244e-11
0.242,0.758,0.981,0.553374342935301,0.0123
0,1,1,0,3.213e-11
0,1,0,0,2.386e-13
0,1,0,0,8.306e-21
0.532,0.468,0.961,0.691097780162924,0.11
0,1,1,0,5.155e-07
0,1,0,0,2.508e-43
0,1,1,0,3.525e-12
0,1,1,0,1.087e-12
0,1,0,0,8.351e-08
0.692,0.308,0.918,0.617491064538849,0.477
0.448,0.552,0.955,0.687729389315267,0.103
0,1,1,0,2.533e-07
0.002,0.998,1,0.0144272148621761,0.0001169
0.017,0.983,0.017,0.0861218870285167,0.0006427
0,1,0,0,1.244e-12
0,1,1,0,5.226e-28
0.343,0.657,0.363,0.643005335459831,0.0426
0.658,0.342,0.938,0.642353162094667,0.27
0,1,1,0,9.291e-68
0,1,0,0,3.421e-31
0.669,0.331,0.903,0.634884560506544,0.468
0.133,0.867,0.988,0.392050052059914,0.0237
0.019,0.981,1,0.0941213555443535,0.0006986
0,1,1,0,8.595e-07
0,1,1,0,8.471e-33
0.461,0.539,0.5,0.690102088440733,0.0783
0.079,0.921,0.996,0.276320205246105,0.0006299
0,1,1,0,3.483e-09
0.001,0.999,0.999,0.00790725511223209,0.0003645
0.594,0.406,0.92,0.675369580482422,0.226
0,1,1,0,1.108e-06
0.326,0.674,0.979,0.631309637901695,0.0301
0.613,0.387,0.919,0.667387217050714,0.391
0.484,0.516,0.529,0.692635093142801,0.113
0,1,1,0,1.23e-15
0,1,0,0,2.722e-17
0,1,1,0,7.776e-09
0.227,0.773,0.237,0.535625920455781,0.0207
0.208,0.792,0.223,0.511294736087238,0.0191
0,1,0,0,1.398e-26
0,1,1,0,1.984e-14
0,1,1,0,5.976e-41
0,1,0,0,5.264e-05
0,1,0,0,1.284e-32
0.038,0.962,1,0.161535103372125,0.00116
0.045,0.955,0.049,0.183521136783375,0.00209
0,1,1,0,2.401e-15
0,1,1,0,0.0004341
0,1,0,0,8.691e-11
0,1,1,0,2.026e-11
0,1,0,0,5.445e-06
0,1,1,0,3.309e-43
0.685,0.315,0.929,0.623042993542438,0.428
0,1,1,0,3.077e-09
0,1,0,0,5.016e-19
0,1,1,0,2.621e-19
0.696,0.304,0.823,0.61421549416189,0.766
0.749,0.251,0.859,0.563431092605662,0.819
0.62,0.38,0.686,0.664064126564108,0.228
0.655,0.345,0.733,0.644296375765228,0.316
0,1,1,0,1.368e-59
0.007,0.993,0.007,0.0417083585418935,0.0001746
0,1,0,0,3.659e-07
0.729,0.271,0.856,0.584250927889426,0.87
0,1,0,0,2.884e-14
0.461,0.539,0.947,0.690102088440733,0.0985
0,1,1,0,1.582e-19
0.533,0.467,0.58,0.690967596570367,0.15
0.006,0.994,0.006,0.0366779387501341,0.0003421
0,1,1,0,1.927e-24
0,1,1,0,5.124e-26
0,1,1,0,2.851e-22
0,1,1,0,1.197e-27
0.388,0.612,0.423,0.667845050310763,0.106
0,1,1,0,6.077e-11
0,1,0,0,7.694e-17
0,1,0,0,2.326e-20
0.643,0.357,0.694,0.651672547202017,0.229
0.423,0.577,0.931,0.681241859470388,0.107
0,1,1,0,1.368e-20
0,1,1,0,1.48e-07
0,1,1,0,2.344e-06
0.629,0.371,0.672,0.659485753290202,0.184
0.732,0.268,0.858,0.581259431985547,0.938
0.611,0.389,0.676,0.668298672260717,0.264
0,1,1,0,1.492e-09
0,1,0,0,9.991e-34
0.004,0.996,0.004,0.0260778329833977,0.0001952
0.543,0.457,0.958,0.689444608619359,0.16
0.43,0.57,0.972,0.683314913574166,0.0611
0.443,0.557,0.957,0.686635032212645,0.104
0,1,1,0,7.931e-08
0.307,0.693,0.971,0.616679231034265,0.0287
0.052,0.948,0.052,0.204362537478142,0.00101
0,1,0,0,6.849e-16
0.002,0.998,0.002,0.0144272148621761,0.0001014
0.012,0.988,0.014,0.0650018938097877,0.0001038
0.753,0.247,0.84,0.559015243301707,0.614
0,1,1,0,5.84e-05
0,1,0,0,1.428e-08
0,1,1,0,3.435e-39
0.151,0.849,0.987,0.42443977444475,0.0121
0,1,0,0,6.544e-19
0,1,0,0,3.461e-16
0,1,1,0,2.152e-19
0.344,0.656,0.371,0.643653071298366,0.0467
0.517,0.483,0.554,0.692569069147086,0.119
0,1,0,0,4.094e-10
0,1,0,0,7.012e-06
0,1,1,0,1.065e-13
0,1,0,0,1.362e-06
0,1,0,0,3.176e-06
0,1,1,0,5.032e-30
0.557,0.443,0.94,0.686635032212645,0.164
0,1,0,0,2.181e-18
0.634,0.366,0.698,0.656792441844036,0.222
0,1,0,0,2.131e-28
0.091,0.909,0.991,0.304845373281775,0.00454
0.624,0.376,0.681,0.662071931205014,0.249
0,1,1,0,1.963e-13
0.03,0.97,0.03,0.134742168179767,0.00124
0.408,0.592,0.949,0.676122343973908,0.0666
0,1,0,0,5.669e-06
0,1,0,0,2.229e-31
0,1,0,0,1.053e-08
0,1,0,0,2.383e-51
0,1,0,0,1.052e-08
0,1,1,0,1.137e-13
0.22,0.78,0.231,0.52690796143138,0.025
0,1,0,0,6.224e-18
0,1,1,0,7.808e-29
0,1,1,0,1.237e-09
0.756,0.244,0.809,0.555646951618869,0.411
0,1,1,0,6.191e-29
0,1,1,0,5.176e-05
0.429,0.571,0.451,0.683031022048436,0.0551
0.008,0.992,0.008,0.0465944242221046,1.85e-05
0.091,0.909,0.992,0.304845373281775,0.00204
0.676,0.324,0.797,0.629847860460379,0.683
0.02,0.98,0.022,0.098039113279732,0.0004838
0.693,0.307,0.763,0.616679231034265,0.384
0.664,0.336,0.945,0.638346581982148,0.248
0,1,1,0,1.773e-29
0,1,1,0,2.627e-07
0.001,0.999,0.001,0.00790725511223209,2.584e-05
0.689,0.311,0.737,0.619898447565985,0.314
0,1,0,0,2.765e-14
0,1,1,0,1.176e-39
0,1,1,0,1.731e-07
0.294,0.706,0.982,0.605694469714336,0.0298
0,1,0,0,1.563e-12
0,1,0,0,8.162e-58
0,1,0,0,3.183e-46
0.113,0.887,0.997,0.352741956159046,0.00485
0,1,0,0,2.807e-07
0.617,0.383,0.925,0.665513690376325,0.176
0,1,0,0,1.901e-05
0,1,0,0,1.234e-20
0,1,0,0,9.341e-12
0,1,1,0,4.982e-23
0.716,0.284,0.761,0.596691595800532,0.354
0,1,1,0,4.283e-20
0.278,0.722,0.294,0.591054459095519,0.0267
0.58,0.42,0.897,0.680292000192154,0.362
0,1,0,0,2.176e-07
0.071,0.929,0.99,0.256217989354148,0.00308
0.729,0.271,0.865,0.584250927889426,0.94
0.664,0.336,0.921,0.638346581982148,0.372
0,1,0,0,1.874e-21
0,1,1,0,3.228e-12
0.755,0.245,0.864,0.556775116715665,0.946
0,1,1,0,1.629e-34
0,1,0,0,2.533e-10
0.036,0.964,1,0.155016589193151,0.0002413
0,1,0,0,2.731e-05
0,1,0,0,1.491e-07
0,1,0,0,3.882e-06
0.301,0.699,0.322,0.611709220471292,0.0312
0,1,0,0,8.881e-06
0,1,0,0,1.908e-06
0,1,1,0,4.012e-31
0,1,1,0,1.236e-29
0,1,1,0,8.57e-07
0,1,1,0,9.451e-07
0,1,0,0,1.084e-19
0,1,0,0,9.522e-09
0.736,0.264,0.843,0.577199348367057,0.77
0.645,0.355,0.943,0.650487009385091,0.27
0,1,1,0,1.18e-13
0,1,1,0,1.159e-30
0,1,1,0,4.392e-13
0.195,0.805,0.99,0.493392331740263,0.0108
0.12,0.88,0.996,0.36692499127271,0.00377
0,1,1,0,2.361e-48
0.781,0.219,0.911,0.525639378127529,0.762
0,1,0,0,7.588e-25
0.727,0.273,0.846,0.586219929729774,0.794
0,1,0,0,4.981e-18
0.743,0.257,0.886,0.56989556393877,0.896
0,1,0,0,3.766e-23
0,1,1,0,7.563e-09
0.743,0.257,0.923,0.56989556393877,0.525
0.017,0.983,0.017,0.0861218870285167,7.66e-05
0.018,0.982,0.999,0.0901499225359206,8.734e-05
0.711,0.289,0.947,0.60125386852754,0.334
0,1,1,0,5.998e-40
0.005,0.995,1,0.0314790659471667,0.0001231
